               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  29,            0.017172,           0.0056871,                   0,             0.99961,             0.99968,             0.99845,             0.72948,            0.018954,           0.0062094,                   0,           0.0098293,           0.0098293,           0.0098293
                  30,            0.017125,           0.0056738,                   0,             0.99961,             0.99974,             0.99846,             0.73043,            0.018925,           0.0062042,                   0,            0.009817,            0.009817,            0.009817
                  31,            0.017108,           0.0056869,                   0,             0.99965,             0.99971,             0.99849,             0.73191,            0.018884,           0.0061966,                   0,           0.0098042,           0.0098042,           0.0098042
                  32,            0.017115,           0.0056737,                   0,             0.99966,             0.99972,             0.99845,             0.73213,             0.01886,           0.0061935,                   0,           0.0097911,           0.0097911,           0.0097911
                  33,            0.017069,           0.0056652,                   0,             0.99968,             0.99973,             0.99839,             0.73277,             0.01884,           0.0061899,                   0,           0.0097775,           0.0097775,           0.0097775
                  34,            0.017044,           0.0056575,                   0,             0.99966,              0.9997,             0.99828,             0.73317,            0.018827,           0.0061865,                   0,           0.0097635,           0.0097635,           0.0097635
                  35,            0.017073,           0.0056714,                   0,             0.99967,             0.99971,             0.99836,             0.73376,            0.018818,           0.0061853,                   0,           0.0097491,           0.0097491,           0.0097491
                  36,            0.017002,           0.0056447,                   0,             0.99965,              0.9997,             0.99819,             0.73399,            0.018803,           0.0061833,                   0,           0.0097343,           0.0097343,           0.0097343
                  37,            0.017021,           0.0056567,                   0,             0.99963,              0.9997,             0.99823,             0.73398,            0.018799,           0.0061832,                   0,           0.0097191,           0.0097191,           0.0097191
                  38,            0.016996,           0.0056379,                   0,             0.99966,             0.99972,             0.99823,             0.73411,            0.018795,           0.0061811,                   0,           0.0097035,           0.0097035,           0.0097035
                  39,            0.016973,           0.0056371,                   0,             0.99959,             0.99981,             0.99817,             0.73435,            0.018788,            0.006181,                   0,           0.0096875,           0.0096875,           0.0096875
                  40,            0.016989,           0.0056314,                   0,             0.99962,             0.99981,             0.99796,             0.73415,            0.018778,             0.00618,                   0,            0.009671,            0.009671,            0.009671
                  41,            0.016941,           0.0056222,                   0,             0.99962,             0.99975,             0.99803,             0.73407,            0.018776,           0.0061791,                   0,           0.0096542,           0.0096542,           0.0096542
                  42,            0.016941,           0.0056251,                   0,             0.99961,             0.99975,             0.99796,             0.73387,            0.018779,           0.0061807,                   0,           0.0096369,           0.0096369,           0.0096369
                  43,            0.016905,           0.0056196,                   0,             0.99964,             0.99976,             0.99793,             0.73394,            0.018774,           0.0061805,                   0,           0.0096193,           0.0096193,           0.0096193
                  44,            0.016897,           0.0056116,                   0,             0.99964,             0.99975,             0.99801,              0.7341,             0.01877,           0.0061785,                   0,           0.0096013,           0.0096013,           0.0096013
                  45,            0.016891,           0.0056055,                   0,             0.99966,             0.99974,             0.99803,             0.73456,            0.018774,           0.0061744,                   0,           0.0095828,           0.0095828,           0.0095828
                  46,            0.016858,           0.0055918,                   0,             0.99965,             0.99976,             0.99808,             0.73444,            0.018781,           0.0061743,                   0,            0.009564,            0.009564,            0.009564
                  47,            0.016817,           0.0056056,                   0,             0.99963,             0.99979,             0.99814,             0.73419,            0.018775,           0.0061725,                   0,           0.0095448,           0.0095448,           0.0095448
                  48,            0.016847,           0.0055911,                   0,             0.99964,             0.99976,             0.99813,              0.7344,            0.018766,           0.0061719,                   0,           0.0095252,           0.0095252,           0.0095252
                  49,            0.016854,           0.0056006,                   0,             0.99964,             0.99976,             0.99807,             0.73404,             0.01877,           0.0061726,                   0,           0.0095052,           0.0095052,           0.0095052
                  50,            0.016827,           0.0055985,                   0,             0.99961,              0.9998,               0.998,              0.7342,            0.018755,           0.0061691,                   0,           0.0094849,           0.0094849,           0.0094849
                  51,            0.016832,           0.0055848,                   0,             0.99964,             0.99975,               0.998,              0.7347,            0.018737,           0.0061667,                   0,           0.0094641,           0.0094641,           0.0094641
                  52,            0.016784,           0.0055931,                   0,              0.9996,              0.9998,             0.99803,             0.73512,            0.018726,           0.0061633,                   0,            0.009443,            0.009443,            0.009443
                  53,            0.016777,           0.0055814,                   0,             0.99967,             0.99972,             0.99794,             0.73525,            0.018719,           0.0061633,                   0,           0.0094215,           0.0094215,           0.0094215
                  54,            0.016776,            0.005579,                   0,             0.99963,             0.99977,             0.99796,             0.73614,            0.018707,           0.0061618,                   0,           0.0093996,           0.0093996,           0.0093996
                  55,            0.016779,           0.0055814,                   0,             0.99964,             0.99974,               0.998,              0.7367,            0.018701,           0.0061595,                   0,           0.0093773,           0.0093773,           0.0093773
                  56,            0.016764,           0.0055813,                   0,             0.99963,             0.99973,             0.99801,             0.73661,            0.018694,           0.0061587,                   0,           0.0093547,           0.0093547,           0.0093547
                  57,            0.016751,           0.0055691,                   0,             0.99966,             0.99976,             0.99805,             0.73702,            0.018686,           0.0061563,                   0,           0.0093317,           0.0093317,           0.0093317
                  58,            0.016747,           0.0055629,                   0,             0.99972,             0.99972,             0.99816,              0.7375,            0.018679,           0.0061539,                   0,           0.0093083,           0.0093083,           0.0093083
                  59,            0.016724,           0.0055564,                   0,             0.99967,             0.99974,             0.99819,             0.73711,            0.018678,           0.0061536,                   0,           0.0092846,           0.0092846,           0.0092846
                  60,            0.016745,           0.0055622,                   0,             0.99968,             0.99969,             0.99819,             0.73686,            0.018678,           0.0061541,                   0,           0.0092605,           0.0092605,           0.0092605
                  61,            0.016668,           0.0055406,                   0,             0.99953,             0.99983,             0.99825,             0.73616,            0.018692,           0.0061584,                   0,           0.0092361,           0.0092361,           0.0092361
                  62,            0.016708,           0.0055699,                   0,             0.99958,             0.99981,             0.99822,              0.7358,            0.018698,           0.0061605,                   0,           0.0092113,           0.0092113,           0.0092113
                  63,            0.016699,           0.0055533,                   0,             0.99958,             0.99978,             0.99831,             0.73614,            0.018692,           0.0061588,                   0,           0.0091861,           0.0091861,           0.0091861
                  64,            0.016691,           0.0055554,                   0,             0.99959,             0.99979,             0.99832,             0.73697,            0.018667,           0.0061543,                   0,           0.0091606,           0.0091606,           0.0091606
                  65,            0.016688,           0.0055632,                   0,             0.99959,             0.99978,             0.99834,             0.73783,            0.018659,           0.0061526,                   0,           0.0091348,           0.0091348,           0.0091348
                  66,            0.016664,            0.005533,                   0,             0.99956,             0.99981,             0.99833,             0.73855,            0.018643,           0.0061495,                   0,           0.0091086,           0.0091086,           0.0091086
                  67,            0.016658,             0.00555,                   0,             0.99957,             0.99977,             0.99836,             0.73753,            0.018652,           0.0061513,                   0,           0.0090821,           0.0090821,           0.0090821
                  68,            0.016631,           0.0055476,                   0,             0.99957,             0.99978,             0.99829,             0.73743,            0.018645,           0.0061492,                   0,           0.0090552,           0.0090552,           0.0090552
                  69,            0.016628,           0.0055448,                   0,             0.99959,             0.99977,             0.99829,             0.73792,            0.018637,           0.0061476,                   0,            0.009028,            0.009028,            0.009028
                  70,            0.016607,            0.005537,                   0,             0.99956,             0.99982,             0.99825,             0.73764,             0.01864,           0.0061487,                   0,           0.0090004,           0.0090004,           0.0090004
                  71,            0.016601,           0.0055417,                   0,             0.99963,             0.99977,             0.99825,             0.73869,            0.018621,            0.006144,                   0,           0.0089726,           0.0089726,           0.0089726
                  72,            0.016588,           0.0055201,                   0,             0.99965,             0.99976,             0.99816,              0.7385,            0.018621,           0.0061449,                   0,           0.0089444,           0.0089444,           0.0089444
                  73,              0.0166,            0.005536,                   0,             0.99965,             0.99978,             0.99819,             0.73882,            0.018617,           0.0061442,                   0,           0.0089159,           0.0089159,           0.0089159
                  74,            0.016591,           0.0055282,                   0,             0.99971,             0.99975,             0.99821,              0.7392,            0.018609,           0.0061402,                   0,            0.008887,            0.008887,            0.008887
                  75,            0.016598,           0.0055318,                   0,             0.99972,             0.99971,             0.99819,             0.73932,            0.018603,           0.0061393,                   0,           0.0088579,           0.0088579,           0.0088579
                  76,            0.016546,           0.0055195,                   0,             0.99962,              0.9998,             0.99823,             0.73961,            0.018588,           0.0061373,                   0,           0.0088284,           0.0088284,           0.0088284
                  77,            0.016564,           0.0055235,                   0,             0.99968,             0.99976,             0.99838,             0.73958,            0.018595,           0.0061373,                   0,           0.0087987,           0.0087987,           0.0087987
                  78,            0.016572,           0.0055125,                   0,             0.99966,             0.99977,             0.99843,              0.7394,            0.018602,           0.0061406,                   0,           0.0087686,           0.0087686,           0.0087686
                  79,            0.016543,           0.0055328,                   0,              0.9997,             0.99978,             0.99842,             0.73938,            0.018603,           0.0061414,                   0,           0.0087382,           0.0087382,           0.0087382
                  80,            0.016508,           0.0055037,                   0,             0.99958,             0.99982,             0.99838,             0.73899,            0.018601,           0.0061408,                   0,           0.0087075,           0.0087075,           0.0087075
                  81,            0.016518,           0.0055165,                   0,             0.99961,             0.99979,             0.99822,             0.73883,            0.018605,           0.0061434,                   0,           0.0086765,           0.0086765,           0.0086765
                  82,              0.0165,           0.0055049,                   0,             0.99963,             0.99978,              0.9983,             0.73899,            0.018602,           0.0061432,                   0,           0.0086452,           0.0086452,           0.0086452
                  83,            0.016475,           0.0054987,                   0,             0.99964,              0.9998,             0.99842,             0.73925,            0.018601,           0.0061417,                   0,           0.0086137,           0.0086137,           0.0086137
                  84,             0.01649,           0.0055031,                   0,             0.99964,             0.99977,             0.99847,             0.73971,            0.018602,           0.0061419,                   0,           0.0085818,           0.0085818,           0.0085818
                  85,            0.016478,           0.0054994,                   0,             0.99963,             0.99976,             0.99848,             0.73946,            0.018611,           0.0061431,                   0,           0.0085497,           0.0085497,           0.0085497
                  86,            0.016484,           0.0055004,                   0,             0.99962,             0.99981,             0.99854,             0.73987,            0.018606,           0.0061417,                   0,           0.0085173,           0.0085173,           0.0085173
                  87,            0.016457,           0.0055058,                   0,              0.9996,             0.99982,             0.99852,             0.73945,            0.018601,           0.0061428,                   0,           0.0084846,           0.0084846,           0.0084846
                  88,            0.016468,           0.0054869,                   0,              0.9996,             0.99985,             0.99851,             0.73953,            0.018603,           0.0061423,                   0,           0.0084516,           0.0084516,           0.0084516
                  89,            0.016408,           0.0054848,                   0,             0.99962,             0.99983,             0.99857,             0.73914,            0.018607,           0.0061461,                   0,           0.0084184,           0.0084184,           0.0084184
                  90,            0.016447,           0.0054899,                   0,             0.99961,             0.99982,             0.99854,             0.73937,            0.018604,           0.0061463,                   0,           0.0083849,           0.0083849,           0.0083849
                  91,            0.016441,           0.0054839,                   0,             0.99967,             0.99976,             0.99849,             0.73947,            0.018591,           0.0061415,                   0,           0.0083511,           0.0083511,           0.0083511
                  92,            0.016432,            0.005485,                   0,             0.99965,             0.99976,             0.99844,             0.73936,            0.018591,           0.0061414,                   0,           0.0083171,           0.0083171,           0.0083171
                  93,            0.016391,           0.0054786,                   0,             0.99959,             0.99983,             0.99844,              0.7398,            0.018583,           0.0061389,                   0,           0.0082829,           0.0082829,           0.0082829
                  94,            0.016404,           0.0054795,                   0,             0.99967,             0.99975,             0.99854,             0.73972,            0.018591,           0.0061401,                   0,           0.0082483,           0.0082483,           0.0082483
                  95,            0.016395,           0.0054754,                   0,             0.99967,             0.99979,              0.9986,             0.73986,            0.018604,           0.0061408,                   0,           0.0082136,           0.0082136,           0.0082136
                  96,            0.016382,           0.0054688,                   0,             0.99967,             0.99978,              0.9986,             0.73986,            0.018608,           0.0061392,                   0,           0.0081786,           0.0081786,           0.0081786
                  97,            0.016398,           0.0054788,                   0,             0.99966,             0.99977,              0.9986,             0.73968,            0.018604,           0.0061396,                   0,           0.0081433,           0.0081433,           0.0081433
                  98,            0.016363,           0.0054655,                   0,              0.9996,             0.99978,             0.99852,             0.73991,            0.018596,           0.0061398,                   0,           0.0081078,           0.0081078,           0.0081078
                  99,            0.016374,           0.0054639,                   0,             0.99959,             0.99977,              0.9985,             0.73988,            0.018594,           0.0061406,                   0,           0.0080721,           0.0080721,           0.0080721
                 100,            0.016357,           0.0054669,                   0,             0.99972,             0.99971,             0.99861,             0.74023,            0.018593,           0.0061388,                   0,           0.0080362,           0.0080362,           0.0080362
                 101,            0.016368,           0.0054669,                   0,             0.99969,             0.99973,             0.99867,                0.74,            0.018592,           0.0061384,                   0,               0.008,               0.008,               0.008
                 102,            0.016351,           0.0054596,                   0,             0.99966,             0.99978,             0.99867,             0.73993,             0.01859,           0.0061381,                   0,           0.0079636,           0.0079636,           0.0079636
                 103,            0.016297,            0.005452,                   0,             0.99963,             0.99978,             0.99873,             0.74002,            0.018582,           0.0061368,                   0,            0.007927,            0.007927,            0.007927
                 104,            0.016351,           0.0054722,                   0,             0.99966,             0.99973,             0.99877,             0.73996,            0.018571,           0.0061358,                   0,           0.0078902,           0.0078902,           0.0078902
                 105,            0.016324,           0.0054613,                   0,             0.99962,             0.99972,             0.99878,              0.7401,             0.01857,           0.0061355,                   0,           0.0078532,           0.0078532,           0.0078532
                 106,            0.016291,           0.0054554,                   0,             0.99958,             0.99975,             0.99881,             0.73994,             0.01857,           0.0061364,                   0,            0.007816,            0.007816,            0.007816
                 107,            0.016276,           0.0054541,                   0,              0.9997,             0.99975,             0.99879,             0.73979,            0.018573,           0.0061375,                   0,           0.0077785,           0.0077785,           0.0077785
                 108,            0.016301,           0.0054384,                   0,             0.99966,             0.99976,             0.99873,             0.74016,            0.018562,            0.006134,                   0,           0.0077409,           0.0077409,           0.0077409
                 109,            0.016298,           0.0054397,                   0,             0.99965,             0.99978,             0.99873,             0.74011,            0.018573,           0.0061347,                   0,           0.0077031,           0.0077031,           0.0077031
                 110,            0.016282,           0.0054421,                   0,             0.99966,             0.99975,             0.99877,             0.74018,            0.018569,           0.0061335,                   0,           0.0076651,           0.0076651,           0.0076651
                 111,             0.01625,           0.0054447,                   0,             0.99958,              0.9998,             0.99877,                0.74,            0.018571,           0.0061344,                   0,           0.0076269,           0.0076269,           0.0076269
                 112,            0.016249,           0.0054374,                   0,             0.99967,             0.99974,             0.99876,              0.7401,            0.018568,           0.0061324,                   0,           0.0075886,           0.0075886,           0.0075886
                 113,            0.016237,           0.0054306,                   0,             0.99968,             0.99978,             0.99875,             0.74068,            0.018555,           0.0061294,                   0,           0.0075501,           0.0075501,           0.0075501
                 114,            0.016252,           0.0054398,                   0,             0.99966,              0.9998,             0.99873,             0.74059,            0.018555,           0.0061303,                   0,           0.0075114,           0.0075114,           0.0075114
                 115,            0.016219,           0.0054315,                   0,             0.99969,             0.99976,             0.99867,             0.74056,            0.018552,           0.0061319,                   0,           0.0074725,           0.0074725,           0.0074725
                 116,            0.016231,             0.00543,                   0,             0.99962,              0.9998,             0.99865,             0.74077,            0.018553,           0.0061316,                   0,           0.0074335,           0.0074335,           0.0074335
                 117,            0.016207,           0.0054246,                   0,             0.99969,             0.99974,             0.99862,               0.741,            0.018545,           0.0061301,                   0,           0.0073943,           0.0073943,           0.0073943
                 118,            0.016199,           0.0054129,                   0,             0.99966,             0.99981,             0.99854,             0.74108,             0.01853,           0.0061269,                   0,            0.007355,            0.007355,            0.007355
                 119,            0.016197,           0.0054279,                   0,             0.99967,              0.9998,              0.9986,             0.74121,             0.01854,           0.0061266,                   0,           0.0073155,           0.0073155,           0.0073155
                 120,            0.016194,           0.0054098,                   0,             0.99961,             0.99983,             0.99868,             0.74053,            0.018552,             0.00613,                   0,           0.0072758,           0.0072758,           0.0072758
                 121,            0.016176,           0.0054127,                   0,             0.99963,             0.99984,             0.99864,             0.74088,            0.018554,           0.0061308,                   0,           0.0072361,           0.0072361,           0.0072361
                 122,            0.016161,           0.0054144,                   0,             0.99967,             0.99983,             0.99863,             0.74146,            0.018541,           0.0061291,                   0,           0.0071962,           0.0071962,           0.0071962
                 123,            0.016133,           0.0054002,                   0,             0.99967,             0.99982,             0.99865,              0.7419,            0.018531,           0.0061257,                   0,           0.0071561,           0.0071561,           0.0071561
                 124,            0.016162,           0.0054046,                   0,             0.99966,             0.99982,              0.9987,             0.74135,            0.018531,           0.0061273,                   0,            0.007116,            0.007116,            0.007116
                 125,            0.016154,           0.0054114,                   0,             0.99965,             0.99982,             0.99865,             0.74123,            0.018528,           0.0061287,                   0,           0.0070757,           0.0070757,           0.0070757
                 126,            0.016102,           0.0053963,                   0,             0.99963,             0.99981,             0.99866,             0.74141,            0.018527,           0.0061266,                   0,           0.0070353,           0.0070353,           0.0070353
                 127,             0.01611,           0.0053973,                   0,             0.99959,             0.99984,             0.99868,             0.74119,            0.018539,           0.0061297,                   0,           0.0069948,           0.0069948,           0.0069948
                 128,            0.016111,           0.0054037,                   0,             0.99966,             0.99978,             0.99863,             0.74129,            0.018546,           0.0061305,                   0,           0.0069541,           0.0069541,           0.0069541
                 129,            0.016104,           0.0053839,                   0,             0.99963,             0.99983,             0.99863,             0.74145,            0.018547,           0.0061294,                   0,           0.0069134,           0.0069134,           0.0069134
                 130,            0.016067,           0.0053793,                   0,             0.99962,             0.99983,             0.99857,             0.74175,            0.018536,           0.0061268,                   0,           0.0068726,           0.0068726,           0.0068726
                 131,            0.016056,           0.0053764,                   0,             0.99961,             0.99985,             0.99856,             0.74134,             0.01853,           0.0061282,                   0,           0.0068316,           0.0068316,           0.0068316
                 132,            0.016053,           0.0053803,                   0,             0.99961,             0.99984,             0.99853,             0.74156,            0.018514,           0.0061261,                   0,           0.0067906,           0.0067906,           0.0067906
                 133,            0.016049,           0.0053762,                   0,             0.99964,              0.9998,             0.99844,             0.74156,            0.018516,           0.0061252,                   0,           0.0067495,           0.0067495,           0.0067495
                 134,             0.01602,           0.0053872,                   0,             0.99967,             0.99978,             0.99851,              0.7418,            0.018518,           0.0061236,                   0,           0.0067083,           0.0067083,           0.0067083
                 135,            0.016049,           0.0053824,                   0,             0.99968,             0.99977,             0.99858,             0.74179,            0.018513,           0.0061225,                   0,           0.0066671,           0.0066671,           0.0066671
                 136,            0.016021,           0.0053759,                   0,             0.99961,             0.99984,             0.99857,             0.74155,             0.01852,           0.0061238,                   0,           0.0066257,           0.0066257,           0.0066257
                 137,            0.016023,           0.0053796,                   0,             0.99966,             0.99983,             0.99866,             0.74128,            0.018516,           0.0061223,                   0,           0.0065843,           0.0065843,           0.0065843
                 138,             0.01601,           0.0053711,                   0,             0.99965,             0.99982,             0.99857,             0.74088,             0.01852,           0.0061249,                   0,           0.0065429,           0.0065429,           0.0065429
                 139,            0.015996,           0.0053607,                   0,             0.99963,             0.99982,             0.99853,             0.74068,            0.018529,           0.0061273,                   0,           0.0065013,           0.0065013,           0.0065013
                 140,            0.015981,           0.0053678,                   0,             0.99964,             0.99981,             0.99852,              0.7414,            0.018521,           0.0061258,                   0,           0.0064597,           0.0064597,           0.0064597
                 141,             0.01599,           0.0053743,                   0,             0.99963,              0.9998,             0.99844,             0.74202,            0.018517,           0.0061253,                   0,           0.0064181,           0.0064181,           0.0064181
                 142,            0.015965,           0.0053631,                   0,             0.99964,             0.99982,             0.99841,             0.74155,            0.018517,           0.0061241,                   0,           0.0063764,           0.0063764,           0.0063764
                 143,            0.015964,           0.0053641,                   0,             0.99964,             0.99982,             0.99838,             0.74085,            0.018533,           0.0061275,                   0,           0.0063347,           0.0063347,           0.0063347
                 144,            0.015961,           0.0053605,                   0,             0.99965,             0.99983,             0.99846,             0.74092,            0.018538,           0.0061297,                   0,            0.006293,            0.006293,            0.006293
                 145,            0.015938,           0.0053529,                   0,             0.99967,             0.99981,             0.99841,             0.74118,            0.018536,           0.0061295,                   0,           0.0062512,           0.0062512,           0.0062512
                 146,            0.015944,            0.005345,                   0,              0.9997,             0.99982,             0.99848,             0.74147,            0.018525,           0.0061266,                   0,           0.0062093,           0.0062093,           0.0062093
                 147,            0.015939,           0.0053493,                   0,             0.99968,             0.99984,             0.99852,             0.74159,            0.018524,           0.0061261,                   0,           0.0061675,           0.0061675,           0.0061675
                 148,            0.015878,           0.0053411,                   0,             0.99969,             0.99983,              0.9986,             0.74163,            0.018514,           0.0061235,                   0,           0.0061256,           0.0061256,           0.0061256
                 149,            0.015902,           0.0053381,                   0,              0.9997,             0.99983,             0.99866,              0.7417,             0.01852,           0.0061249,                   0,           0.0060838,           0.0060838,           0.0060838
                 150,            0.015924,           0.0053387,                   0,             0.99965,             0.99986,             0.99866,             0.74189,            0.018526,           0.0061256,                   0,           0.0060419,           0.0060419,           0.0060419
                 151,            0.015884,           0.0053363,                   0,             0.99965,             0.99983,             0.99861,             0.74217,             0.01852,           0.0061249,                   0,               0.006,               0.006,               0.006
                 152,            0.015892,           0.0053335,                   0,             0.99967,             0.99984,             0.99857,             0.74225,            0.018512,           0.0061226,                   0,           0.0059581,           0.0059581,           0.0059581
                 153,            0.015866,           0.0053375,                   0,             0.99967,             0.99985,             0.99851,             0.74237,            0.018498,           0.0061201,                   0,           0.0059162,           0.0059162,           0.0059162
                 154,            0.015841,           0.0053373,                   0,             0.99966,             0.99984,             0.99843,             0.74244,            0.018495,           0.0061206,                   0,           0.0058744,           0.0058744,           0.0058744
                 155,            0.015828,           0.0053285,                   0,             0.99965,             0.99985,             0.99844,              0.7422,             0.01849,           0.0061204,                   0,           0.0058325,           0.0058325,           0.0058325
                 156,            0.015822,            0.005325,                   0,             0.99966,             0.99985,              0.9985,             0.74216,            0.018492,           0.0061191,                   0,           0.0057907,           0.0057907,           0.0057907
                 157,            0.015815,           0.0053276,                   0,             0.99969,             0.99982,              0.9985,             0.74221,            0.018487,           0.0061168,                   0,           0.0057488,           0.0057488,           0.0057488
                 158,            0.015825,             0.00532,                   0,             0.99967,             0.99984,             0.99837,             0.74247,             0.01849,           0.0061183,                   0,            0.005707,            0.005707,            0.005707
                 159,            0.015824,           0.0053163,                   0,             0.99967,             0.99984,             0.99829,             0.74212,            0.018501,           0.0061203,                   0,           0.0056653,           0.0056653,           0.0056653
                 160,             0.01579,           0.0053127,                   0,             0.99964,             0.99984,             0.99834,             0.74193,              0.0185,           0.0061206,                   0,           0.0056236,           0.0056236,           0.0056236
                 161,            0.015784,           0.0053109,                   0,             0.99963,             0.99984,             0.99839,             0.74205,            0.018492,           0.0061198,                   0,           0.0055819,           0.0055819,           0.0055819
                 162,            0.015756,           0.0053101,                   0,             0.99963,             0.99985,             0.99843,             0.74238,             0.01849,           0.0061179,                   0,           0.0055403,           0.0055403,           0.0055403
                 163,            0.015795,           0.0053173,                   0,             0.99963,             0.99986,             0.99844,             0.74228,            0.018507,           0.0061199,                   0,           0.0054987,           0.0054987,           0.0054987
                 164,            0.015744,           0.0053027,                   0,             0.99964,             0.99984,             0.99842,             0.74227,            0.018502,           0.0061192,                   0,           0.0054571,           0.0054571,           0.0054571
                 165,            0.015739,           0.0053036,                   0,             0.99967,             0.99983,             0.99845,              0.7429,            0.018508,           0.0061193,                   0,           0.0054157,           0.0054157,           0.0054157
