               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.016578,           0.0049598,                   0,             0.99963,             0.99985,             0.99863,             0.74085,            0.018691,           0.0053706,                   0,           0.0055403,           0.0055403,           0.0055403
                 163,            0.016589,           0.0049607,                   0,             0.99962,             0.99985,             0.99863,             0.74061,            0.018692,           0.0053709,                   0,           0.0054987,           0.0054987,           0.0054987
                 164,            0.016573,           0.0049571,                   0,             0.99963,             0.99984,             0.99865,             0.74047,            0.018689,           0.0053715,                   0,           0.0054571,           0.0054571,           0.0054571
                 165,            0.016523,           0.0049523,                   0,             0.99966,             0.99982,              0.9986,             0.74092,            0.018683,           0.0053703,                   0,           0.0054157,           0.0054157,           0.0054157
                 166,            0.016531,           0.0049566,                   0,             0.99965,             0.99984,             0.99866,             0.74113,            0.018682,           0.0053702,                   0,           0.0053743,           0.0053743,           0.0053743
                 167,            0.016521,           0.0049559,                   0,             0.99963,             0.99985,             0.99865,             0.74114,            0.018678,           0.0053692,                   0,           0.0053329,           0.0053329,           0.0053329
                 168,            0.016517,           0.0049402,                   0,             0.99964,             0.99986,             0.99867,              0.7414,             0.01867,           0.0053664,                   0,           0.0052917,           0.0052917,           0.0052917
                 169,            0.016505,            0.004955,                   0,             0.99964,             0.99985,             0.99868,             0.74118,             0.01866,           0.0053652,                   0,           0.0052505,           0.0052505,           0.0052505
                 170,            0.016484,           0.0049421,                   0,              0.9997,             0.99982,             0.99874,             0.74092,            0.018662,            0.005365,                   0,           0.0052094,           0.0052094,           0.0052094
                 171,            0.016477,           0.0049333,                   0,             0.99969,             0.99983,              0.9988,             0.74161,            0.018664,           0.0053631,                   0,           0.0051684,           0.0051684,           0.0051684
                 172,            0.016481,           0.0049352,                   0,             0.99969,             0.99983,             0.99875,             0.74131,            0.018665,           0.0053662,                   0,           0.0051274,           0.0051274,           0.0051274
                 173,            0.016483,            0.004939,                   0,             0.99967,             0.99985,             0.99876,             0.74128,            0.018667,           0.0053662,                   0,           0.0050866,           0.0050866,           0.0050866
                 174,            0.016404,           0.0049245,                   0,             0.99967,             0.99984,             0.99872,             0.74111,            0.018669,           0.0053673,                   0,           0.0050459,           0.0050459,           0.0050459
                 175,            0.016449,            0.004929,                   0,             0.99966,             0.99983,              0.9987,             0.74073,            0.018659,           0.0053654,                   0,           0.0050052,           0.0050052,           0.0050052
                 176,            0.016437,           0.0049217,                   0,             0.99967,             0.99981,             0.99877,              0.7407,            0.018654,           0.0053643,                   0,           0.0049647,           0.0049647,           0.0049647
                 177,              0.0164,           0.0049163,                   0,             0.99965,             0.99983,             0.99864,             0.74056,            0.018658,           0.0053659,                   0,           0.0049243,           0.0049243,           0.0049243
                 178,            0.016418,           0.0049181,                   0,             0.99966,             0.99983,             0.99868,             0.74059,            0.018654,            0.005365,                   0,            0.004884,            0.004884,            0.004884
                 179,            0.016407,           0.0049177,                   0,             0.99967,             0.99983,             0.99861,             0.74035,             0.01865,           0.0053653,                   0,           0.0048439,           0.0048439,           0.0048439
                 180,             0.01642,           0.0049214,                   0,             0.99971,             0.99979,              0.9987,             0.74053,            0.018643,           0.0053625,                   0,           0.0048038,           0.0048038,           0.0048038
                 181,            0.016393,            0.004921,                   0,              0.9997,              0.9998,             0.99872,             0.74045,            0.018644,           0.0053637,                   0,           0.0047639,           0.0047639,           0.0047639
                 182,            0.016355,           0.0049179,                   0,              0.9997,             0.99981,             0.99872,             0.74042,            0.018649,           0.0053648,                   0,           0.0047242,           0.0047242,           0.0047242
                 183,             0.01637,           0.0049151,                   0,             0.99964,             0.99985,             0.99868,             0.74044,            0.018651,           0.0053642,                   0,           0.0046845,           0.0046845,           0.0046845
                 184,            0.016355,            0.004911,                   0,             0.99962,             0.99985,             0.99858,              0.7406,            0.018648,           0.0053643,                   0,            0.004645,            0.004645,            0.004645
                 185,            0.016318,           0.0048934,                   0,             0.99968,             0.99982,              0.9986,             0.74016,             0.01865,           0.0053645,                   0,           0.0046057,           0.0046057,           0.0046057
                 186,            0.016292,           0.0049007,                   0,             0.99969,             0.99983,             0.99864,             0.74024,             0.01865,            0.005365,                   0,           0.0045665,           0.0045665,           0.0045665
                 187,            0.016306,           0.0048956,                   0,              0.9997,             0.99983,             0.99864,             0.74045,            0.018638,           0.0053633,                   0,           0.0045275,           0.0045275,           0.0045275
                 188,            0.016274,           0.0048919,                   0,              0.9997,             0.99981,             0.99863,             0.74054,            0.018632,           0.0053613,                   0,           0.0044886,           0.0044886,           0.0044886
                 189,            0.016275,           0.0048927,                   0,             0.99969,             0.99985,              0.9986,             0.74069,            0.018633,           0.0053601,                   0,           0.0044499,           0.0044499,           0.0044499
                 190,            0.016253,           0.0048786,                   0,             0.99966,             0.99985,             0.99853,             0.74099,             0.01863,           0.0053609,                   0,           0.0044114,           0.0044114,           0.0044114
                 191,             0.01625,           0.0048963,                   0,             0.99966,             0.99984,             0.99854,             0.74133,            0.018627,           0.0053587,                   0,           0.0043731,           0.0043731,           0.0043731
                 192,            0.016234,           0.0048837,                   0,             0.99959,              0.9999,             0.99853,             0.74094,            0.018636,           0.0053612,                   0,           0.0043349,           0.0043349,           0.0043349
                 193,            0.016235,           0.0048792,                   0,             0.99971,             0.99981,             0.99858,             0.74106,            0.018629,           0.0053608,                   0,           0.0042969,           0.0042969,           0.0042969
                 194,            0.016199,           0.0048716,                   0,             0.99969,             0.99984,             0.99863,             0.74083,            0.018634,           0.0053607,                   0,           0.0042591,           0.0042591,           0.0042591
                 195,            0.016219,           0.0048797,                   0,             0.99968,             0.99983,             0.99864,             0.74088,            0.018632,           0.0053602,                   0,           0.0042215,           0.0042215,           0.0042215
                 196,            0.016212,           0.0048764,                   0,             0.99969,             0.99986,             0.99871,             0.74176,            0.018614,           0.0053556,                   0,            0.004184,            0.004184,            0.004184
                 197,            0.016206,           0.0048723,                   0,              0.9997,             0.99986,             0.99871,             0.74127,            0.018618,           0.0053568,                   0,           0.0041468,           0.0041468,           0.0041468
                 198,            0.016164,           0.0048611,                   0,             0.99968,             0.99986,             0.99875,             0.74116,            0.018625,           0.0053573,                   0,           0.0041098,           0.0041098,           0.0041098
                 199,            0.016177,           0.0048724,                   0,             0.99968,             0.99986,             0.99875,             0.74147,             0.01862,           0.0053569,                   0,            0.004073,            0.004073,            0.004073
                 200,            0.016126,           0.0048601,                   0,             0.99966,             0.99987,             0.99875,             0.74177,            0.018615,           0.0053569,                   0,           0.0040364,           0.0040364,           0.0040364
                 201,            0.016133,           0.0048605,                   0,             0.99967,             0.99986,             0.99872,             0.74173,            0.018606,           0.0053547,                   0,               0.004,               0.004,               0.004
                 202,            0.016121,           0.0048512,                   0,             0.99965,             0.99981,              0.9987,              0.7419,            0.018604,            0.005355,                   0,           0.0039638,           0.0039638,           0.0039638
                 203,            0.016105,           0.0048388,                   0,             0.99967,             0.99979,              0.9987,             0.74179,            0.018607,           0.0053553,                   0,           0.0039279,           0.0039279,           0.0039279
                 204,            0.016105,           0.0048557,                   0,             0.99965,             0.99982,             0.99876,             0.74153,            0.018617,           0.0053572,                   0,           0.0038922,           0.0038922,           0.0038922
                 205,            0.016106,           0.0048529,                   0,             0.99966,             0.99984,             0.99876,             0.74146,            0.018612,           0.0053577,                   0,           0.0038567,           0.0038567,           0.0038567
                 206,            0.016087,           0.0048413,                   0,             0.99967,             0.99981,             0.99866,             0.74135,            0.018611,           0.0053588,                   0,           0.0038214,           0.0038214,           0.0038214
                 207,            0.016071,           0.0048356,                   0,             0.99967,             0.99983,             0.99874,             0.74077,            0.018626,           0.0053613,                   0,           0.0037864,           0.0037864,           0.0037864
                 208,            0.016045,           0.0048355,                   0,             0.99968,             0.99983,             0.99874,             0.74113,            0.018618,           0.0053583,                   0,           0.0037517,           0.0037517,           0.0037517
                 209,            0.016058,           0.0048325,                   0,             0.99966,             0.99983,             0.99876,             0.74197,            0.018597,           0.0053525,                   0,           0.0037171,           0.0037171,           0.0037171
                 210,            0.016048,           0.0048473,                   0,             0.99967,             0.99984,             0.99877,             0.74279,            0.018579,           0.0053504,                   0,           0.0036829,           0.0036829,           0.0036829
                 211,            0.016033,           0.0048358,                   0,              0.9997,             0.99981,              0.9988,             0.74293,            0.018572,           0.0053492,                   0,           0.0036489,           0.0036489,           0.0036489
                 212,            0.016012,           0.0048263,                   0,             0.99971,             0.99982,             0.99877,             0.74313,            0.018565,           0.0053476,                   0,           0.0036151,           0.0036151,           0.0036151
                 213,            0.016011,           0.0048105,                   0,             0.99966,             0.99983,              0.9988,             0.74263,            0.018576,           0.0053504,                   0,           0.0035816,           0.0035816,           0.0035816
                 214,            0.015953,           0.0048178,                   0,             0.99969,             0.99979,             0.99884,             0.74247,            0.018581,            0.005351,                   0,           0.0035484,           0.0035484,           0.0035484
                 215,            0.016001,           0.0048246,                   0,             0.99969,             0.99982,             0.99891,             0.74262,             0.01858,           0.0053497,                   0,           0.0035154,           0.0035154,           0.0035154
                 216,            0.015976,           0.0048086,                   0,              0.9997,             0.99983,             0.99889,             0.74257,            0.018577,           0.0053497,                   0,           0.0034827,           0.0034827,           0.0034827
                 217,            0.015975,           0.0048242,                   0,             0.99965,             0.99982,              0.9989,             0.74265,            0.018573,           0.0053502,                   0,           0.0034503,           0.0034503,           0.0034503
                 218,            0.015954,           0.0048134,                   0,             0.99966,             0.99982,             0.99892,             0.74243,             0.01857,           0.0053496,                   0,           0.0034182,           0.0034182,           0.0034182
                 219,            0.015945,            0.004817,                   0,             0.99964,             0.99985,             0.99885,              0.7426,            0.018571,           0.0053498,                   0,           0.0033863,           0.0033863,           0.0033863
                 220,            0.015931,           0.0048131,                   0,             0.99966,             0.99982,             0.99875,             0.74193,            0.018581,           0.0053515,                   0,           0.0033548,           0.0033548,           0.0033548
                 221,            0.015904,            0.004813,                   0,             0.99967,             0.99982,             0.99873,             0.74183,            0.018576,           0.0053518,                   0,           0.0033235,           0.0033235,           0.0033235
                 222,            0.015916,           0.0048069,                   0,             0.99967,             0.99982,             0.99876,             0.74151,            0.018575,           0.0053516,                   0,           0.0032925,           0.0032925,           0.0032925
                 223,            0.015878,           0.0047973,                   0,             0.99969,             0.99978,             0.99877,             0.74201,            0.018569,           0.0053504,                   0,           0.0032618,           0.0032618,           0.0032618
                 224,            0.015879,           0.0048003,                   0,              0.9997,             0.99978,             0.99881,             0.74129,            0.018579,           0.0053512,                   0,           0.0032314,           0.0032314,           0.0032314
                 225,            0.015868,            0.004795,                   0,             0.99968,              0.9998,             0.99878,             0.74156,            0.018586,           0.0053526,                   0,           0.0032013,           0.0032013,           0.0032013
                 226,            0.015854,           0.0047951,                   0,             0.99966,              0.9998,             0.99879,               0.742,            0.018577,           0.0053505,                   0,           0.0031716,           0.0031716,           0.0031716
                 227,            0.015864,           0.0047753,                   0,             0.99968,              0.9998,             0.99877,             0.74236,            0.018572,           0.0053504,                   0,           0.0031421,           0.0031421,           0.0031421
                 228,             0.01583,           0.0047793,                   0,             0.99967,              0.9998,             0.99877,             0.74248,             0.01857,           0.0053503,                   0,            0.003113,            0.003113,            0.003113
                 229,            0.015828,           0.0047839,                   0,             0.99965,             0.99981,             0.99875,             0.74239,            0.018571,           0.0053508,                   0,           0.0030841,           0.0030841,           0.0030841
                 230,             0.01583,            0.004782,                   0,             0.99965,             0.99981,             0.99862,             0.74215,            0.018568,           0.0053514,                   0,           0.0030556,           0.0030556,           0.0030556
                 231,            0.015813,           0.0047752,                   0,             0.99968,             0.99982,             0.99845,             0.74255,            0.018555,           0.0053506,                   0,           0.0030274,           0.0030274,           0.0030274
                 232,            0.015824,           0.0047807,                   0,             0.99966,             0.99981,             0.99849,              0.7429,            0.018542,           0.0053483,                   0,           0.0029996,           0.0029996,           0.0029996
                 233,             0.01578,           0.0047689,                   0,             0.99964,             0.99982,             0.99863,             0.74291,            0.018545,           0.0053487,                   0,            0.002972,            0.002972,            0.002972
                 234,            0.015771,           0.0047612,                   0,             0.99968,             0.99984,             0.99871,             0.74265,            0.018548,           0.0053487,                   0,           0.0029448,           0.0029448,           0.0029448
                 235,            0.015742,           0.0047716,                   0,             0.99967,             0.99984,             0.99864,             0.74248,            0.018554,           0.0053493,                   0,           0.0029179,           0.0029179,           0.0029179
                 236,            0.015769,           0.0047533,                   0,             0.99969,             0.99984,             0.99867,             0.74203,            0.018566,           0.0053508,                   0,           0.0028914,           0.0028914,           0.0028914
                 237,            0.015771,           0.0047801,                   0,             0.99969,              0.9998,             0.99866,             0.74171,            0.018576,           0.0053539,                   0,           0.0028652,           0.0028652,           0.0028652
                 238,            0.015749,           0.0047689,                   0,             0.99965,             0.99984,             0.99876,             0.74255,            0.018554,           0.0053486,                   0,           0.0028394,           0.0028394,           0.0028394
                 239,            0.015732,           0.0047595,                   0,             0.99967,             0.99982,              0.9987,             0.74276,            0.018548,           0.0053482,                   0,           0.0028139,           0.0028139,           0.0028139
                 240,            0.015709,           0.0047554,                   0,             0.99964,             0.99985,             0.99871,             0.74266,            0.018548,           0.0053484,                   0,           0.0027887,           0.0027887,           0.0027887
                 241,            0.015718,           0.0047595,                   0,             0.99967,             0.99983,             0.99877,             0.74258,            0.018547,           0.0053475,                   0,           0.0027639,           0.0027639,           0.0027639
                 242,            0.015719,           0.0047564,                   0,             0.99965,             0.99983,             0.99879,             0.74309,            0.018539,            0.005344,                   0,           0.0027395,           0.0027395,           0.0027395
                 243,            0.015705,            0.004742,                   0,             0.99967,             0.99984,             0.99884,             0.74347,            0.018523,           0.0053406,                   0,           0.0027154,           0.0027154,           0.0027154
                 244,            0.015706,           0.0047551,                   0,             0.99966,             0.99983,             0.99884,             0.74339,            0.018528,           0.0053417,                   0,           0.0026917,           0.0026917,           0.0026917
                 245,            0.015693,           0.0047521,                   0,             0.99966,             0.99982,             0.99885,             0.74323,             0.01853,           0.0053432,                   0,           0.0026683,           0.0026683,           0.0026683
                 246,            0.015663,           0.0047458,                   0,             0.99968,             0.99982,             0.99885,             0.74289,            0.018534,           0.0053452,                   0,           0.0026453,           0.0026453,           0.0026453
                 247,            0.015673,           0.0047419,                   0,             0.99967,             0.99982,             0.99879,             0.74309,            0.018528,           0.0053441,                   0,           0.0026227,           0.0026227,           0.0026227
                 248,            0.015647,            0.004737,                   0,             0.99965,             0.99984,             0.99875,               0.743,            0.018528,           0.0053424,                   0,           0.0026004,           0.0026004,           0.0026004
                 249,            0.015629,           0.0047343,                   0,             0.99963,             0.99986,             0.99874,             0.74262,            0.018532,           0.0053422,                   0,           0.0025785,           0.0025785,           0.0025785
                 250,            0.015627,           0.0047375,                   0,             0.99964,             0.99985,              0.9988,             0.74289,            0.018531,           0.0053423,                   0,            0.002557,            0.002557,            0.002557
                 251,            0.015619,           0.0047315,                   0,             0.99967,             0.99982,             0.99886,             0.74336,            0.018523,           0.0053409,                   0,           0.0025359,           0.0025359,           0.0025359
                 252,            0.015631,           0.0047386,                   0,             0.99967,             0.99984,             0.99886,             0.74317,            0.018531,           0.0053407,                   0,           0.0025151,           0.0025151,           0.0025151
                 253,            0.015609,           0.0047257,                   0,             0.99964,             0.99987,             0.99886,             0.74211,            0.018551,           0.0053444,                   0,           0.0024948,           0.0024948,           0.0024948
                 254,            0.015591,           0.0047337,                   0,             0.99969,             0.99985,             0.99882,             0.74206,            0.018548,           0.0053443,                   0,           0.0024748,           0.0024748,           0.0024748
                 255,            0.015584,           0.0047147,                   0,             0.99965,             0.99985,             0.99881,             0.74258,            0.018537,           0.0053431,                   0,           0.0024552,           0.0024552,           0.0024552
                 256,            0.015566,           0.0047299,                   0,             0.99965,             0.99986,             0.99889,             0.74285,            0.018531,           0.0053437,                   0,            0.002436,            0.002436,            0.002436
                 257,            0.015596,           0.0047279,                   0,             0.99965,             0.99988,             0.99893,             0.74335,            0.018519,           0.0053413,                   0,           0.0024172,           0.0024172,           0.0024172
                 258,             0.01559,           0.0047293,                   0,             0.99968,             0.99982,             0.99902,              0.7434,             0.01852,           0.0053394,                   0,           0.0023987,           0.0023987,           0.0023987
                 259,            0.015564,           0.0047204,                   0,              0.9997,             0.99986,             0.99908,             0.74371,            0.018516,            0.005337,                   0,           0.0023807,           0.0023807,           0.0023807
                 260,            0.015543,           0.0047144,                   0,             0.99969,             0.99983,             0.99903,             0.74393,            0.018507,            0.005337,                   0,           0.0023631,           0.0023631,           0.0023631
                 261,            0.015555,           0.0047112,                   0,             0.99969,             0.99984,             0.99902,             0.74382,             0.01851,           0.0053387,                   0,           0.0023458,           0.0023458,           0.0023458
                 262,            0.015504,           0.0047158,                   0,             0.99968,             0.99983,               0.999,             0.74346,            0.018518,           0.0053415,                   0,            0.002329,            0.002329,            0.002329
                 263,             0.01556,           0.0047184,                   0,              0.9997,             0.99981,             0.99902,              0.7437,             0.01852,           0.0053419,                   0,           0.0023125,           0.0023125,           0.0023125
                 264,            0.015532,           0.0047073,                   0,             0.99971,             0.99983,             0.99902,             0.74347,            0.018518,           0.0053418,                   0,           0.0022965,           0.0022965,           0.0022965
                 265,            0.015536,           0.0047135,                   0,             0.99972,             0.99983,             0.99907,             0.74365,            0.018515,           0.0053411,                   0,           0.0022809,           0.0022809,           0.0022809
                 266,            0.015531,           0.0047118,                   0,             0.99967,             0.99985,             0.99905,              0.7436,            0.018519,           0.0053409,                   0,           0.0022657,           0.0022657,           0.0022657
                 267,            0.015485,           0.0047143,                   0,             0.99967,             0.99986,             0.99902,             0.74321,            0.018521,           0.0053419,                   0,           0.0022509,           0.0022509,           0.0022509
                 268,            0.015494,           0.0047037,                   0,              0.9997,             0.99981,             0.99904,             0.74287,            0.018528,           0.0053439,                   0,           0.0022365,           0.0022365,           0.0022365
                 269,            0.015469,           0.0046888,                   0,             0.99966,             0.99983,             0.99905,             0.74318,            0.018527,           0.0053434,                   0,           0.0022225,           0.0022225,           0.0022225
                 270,            0.015469,           0.0047057,                   0,             0.99968,             0.99985,             0.99909,             0.74336,            0.018523,           0.0053422,                   0,           0.0022089,           0.0022089,           0.0022089
                 271,            0.015482,           0.0047054,                   0,             0.99969,             0.99984,             0.99907,              0.7435,            0.018518,           0.0053419,                   0,           0.0021958,           0.0021958,           0.0021958
                 272,            0.015494,           0.0047078,                   0,             0.99971,             0.99981,             0.99908,              0.7435,            0.018518,           0.0053413,                   0,            0.002183,            0.002183,            0.002183
                 273,            0.015476,           0.0046974,                   0,              0.9997,             0.99981,             0.99907,             0.74347,            0.018517,           0.0053413,                   0,           0.0021707,           0.0021707,           0.0021707
                 274,            0.015461,           0.0046928,                   0,             0.99971,             0.99982,             0.99906,             0.74398,            0.018504,           0.0053387,                   0,           0.0021588,           0.0021588,           0.0021588
                 275,            0.015443,           0.0046871,                   0,             0.99972,             0.99981,             0.99907,             0.74415,            0.018504,           0.0053379,                   0,           0.0021473,           0.0021473,           0.0021473
                 276,            0.015456,           0.0046936,                   0,              0.9997,             0.99983,             0.99901,              0.7441,              0.0185,           0.0053359,                   0,           0.0021363,           0.0021363,           0.0021363
                 277,            0.015426,           0.0046852,                   0,             0.99969,             0.99981,             0.99899,             0.74407,            0.018502,           0.0053361,                   0,           0.0021257,           0.0021257,           0.0021257
                 278,             0.01544,           0.0046826,                   0,             0.99969,             0.99981,             0.99899,             0.74421,             0.01849,           0.0053352,                   0,           0.0021155,           0.0021155,           0.0021155
                 279,            0.015425,           0.0046843,                   0,             0.99966,             0.99983,             0.99904,             0.74344,            0.018507,           0.0053388,                   0,           0.0021057,           0.0021057,           0.0021057
                 280,            0.015439,           0.0046852,                   0,             0.99967,             0.99984,             0.99911,             0.74357,            0.018507,            0.005339,                   0,           0.0020963,           0.0020963,           0.0020963
                 281,            0.015418,           0.0046829,                   0,             0.99968,             0.99984,             0.99911,             0.74349,            0.018507,           0.0053395,                   0,           0.0020874,           0.0020874,           0.0020874
                 282,            0.015412,           0.0046925,                   0,             0.99968,             0.99984,             0.99903,             0.74344,            0.018496,           0.0053393,                   0,           0.0020789,           0.0020789,           0.0020789
                 283,             0.01542,            0.004688,                   0,             0.99967,             0.99983,             0.99895,             0.74373,            0.018481,           0.0053377,                   0,           0.0020709,           0.0020709,           0.0020709
                 284,            0.015417,           0.0046841,                   0,             0.99966,             0.99982,             0.99898,             0.74386,            0.018483,           0.0053388,                   0,           0.0020632,           0.0020632,           0.0020632
                 285,            0.015391,           0.0046837,                   0,              0.9997,              0.9998,             0.99899,             0.74398,            0.018492,           0.0053407,                   0,            0.002056,            0.002056,            0.002056
                 286,            0.015389,           0.0046837,                   0,              0.9997,             0.99981,             0.99896,             0.74368,            0.018496,           0.0053404,                   0,           0.0020492,           0.0020492,           0.0020492
                 287,            0.015426,           0.0046988,                   0,             0.99968,             0.99982,             0.99897,             0.74372,            0.018493,           0.0053389,                   0,           0.0020429,           0.0020429,           0.0020429
                 288,            0.015419,           0.0046971,                   0,             0.99964,             0.99983,             0.99893,             0.74397,            0.018491,           0.0053362,                   0,            0.002037,            0.002037,            0.002037
                 289,             0.01539,           0.0046808,                   0,             0.99967,              0.9998,             0.99891,             0.74407,            0.018483,           0.0053354,                   0,           0.0020315,           0.0020315,           0.0020315
                 290,            0.015394,           0.0046802,                   0,             0.99966,             0.99977,             0.99898,             0.74419,            0.018473,           0.0053336,                   0,           0.0020265,           0.0020265,           0.0020265
                 291,            0.015358,           0.0046669,                   0,             0.99964,             0.99986,             0.99904,             0.74387,            0.018479,           0.0053343,                   0,           0.0020219,           0.0020219,           0.0020219
                 292,            0.015369,           0.0046779,                   0,             0.99967,             0.99982,             0.99903,             0.74372,            0.018476,           0.0053354,                   0,           0.0020178,           0.0020178,           0.0020178
                 293,            0.015383,           0.0046805,                   0,             0.99964,             0.99987,             0.99903,             0.74398,            0.018465,           0.0053334,                   0,            0.002014,            0.002014,            0.002014
                 294,            0.015408,           0.0046838,                   0,             0.99966,             0.99984,             0.99902,             0.74402,             0.01847,           0.0053342,                   0,           0.0020107,           0.0020107,           0.0020107
                 295,            0.015397,           0.0046746,                   0,             0.99963,             0.99987,             0.99903,             0.74371,            0.018481,           0.0053357,                   0,           0.0020079,           0.0020079,           0.0020079
                 296,            0.015373,            0.004673,                   0,              0.9997,             0.99985,             0.99897,             0.74383,            0.018477,           0.0053353,                   0,           0.0020055,           0.0020055,           0.0020055
                 297,            0.015394,           0.0046742,                   0,              0.9997,             0.99987,             0.99893,             0.74341,            0.018497,           0.0053384,                   0,           0.0020035,           0.0020035,           0.0020035
                 298,            0.015368,           0.0046715,                   0,             0.99973,             0.99989,             0.99899,             0.74329,            0.018499,           0.0053398,                   0,            0.002002,            0.002002,            0.002002
                 299,            0.015368,           0.0046665,                   0,             0.99972,             0.99988,             0.99906,             0.74341,            0.018496,           0.0053382,                   0,           0.0020009,           0.0020009,           0.0020009
